송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,송하인_광역시_시군구,수하인_광역시_시군구,카테고리_mean,카테고리_min,카테고리_max
5013000610049100,1150000016085200,27,50130,11500,4.322080606269377,3,179
5011000228004400,4159000599080400,5,50110,41590,5.774957698815567,3,93
2614000009036100,5011000431021100,27,26140,50110,4.322080606269377,3,179
3023000012008100,5011000169084300,5,30230,50110,5.774957698815567,3,93
5011000078068400,4111100020085400,27,50110,41111,4.322080606269377,3,179
5011001027036200,4521000303066100,27,50110,45210,4.322080606269377,3,179
5011001086004300,4139000118082300,27,50110,41390,4.322080606269377,3,179
5011000422097100,4822000241031400,27,50110,48220,4.322080606269377,3,179
4159000685057100,5011000215099200,97,41590,50110,5.217391304347826,3,27
4682000830009400,5013000862058100,27,46820,50130,4.322080606269377,3,179
2826000085023400,5011000317002400,5,28260,50110,5.774957698815567,3,93
5011000316024300,4514000396098400,51,50110,45140,5.674418604651163,3,68
5013000610049100,2820000035083300,27,50130,28200,4.322080606269377,3,179
5011000078068400,2823700010077300,27,50110,28237,4.322080606269377,3,179
5011000078068400,4221000014058400,27,50110,42210,4.322080606269377,3,179
4146300005091100,5011000320036300,14,41463,50110,5.469230769230769,3,120
4371000161085100,5011000373016400,69,43710,50110,9.658536585365853,3,77
5013000273039200,4681000232002300,27,50130,46810,4.322080606269377,3,179
3011000053088100,5011000314088200,15,30110,50110,6.840909090909091,3,103
5011000433043400,4127300065073100,41,50110,41273,3.707482993197279,3,25
4141000031030100,5011000370022100,6,41410,50110,9.592592592592593,3,130
5013000610049100,4136000282045400,27,50130,41360,4.322080606269377,3,179
5011000437099200,4311300074017300,27,50110,43113,4.322080606269377,3,179
4137000019060200,5011000173040100,35,41370,50110,4.785714285714286,3,16
5011000078068400,2917000094062400,27,50110,29170,4.322080606269377,3,179
4377000254047200,5013000396069300,16,43770,50130,4.833333333333333,3,15
5011000169080300,2635000046018100,66,50110,26350,5.696324951644101,3,105
5011000078068400,2729000019047100,27,50110,27290,4.322080606269377,3,179
5011000078068400,4511100059042100,27,50110,45111,4.322080606269377,3,179
4146100403068100,5011000219010300,41,41461,50110,3.707482993197279,3,25
5013000777063100,4145000006041300,27,50130,41450,4.322080606269377,3,179
5013000571005200,1135000016094200,27,50130,11350,4.322080606269377,3,179
5013000616057100,2771000078032200,27,50130,27710,4.322080606269377,3,179
4148000427007400,5011000429017300,81,41480,50110,3.3333333333333335,3,4
5011000168079400,4613000265096400,51,50110,46130,5.674418604651163,3,68
5013000785045400,4183000779095200,27,50130,41830,4.322080606269377,3,179
5013000610049100,2811000052092400,27,50130,28110,4.322080606269377,3,179
5011000436041400,1168000025047300,27,50110,11680,4.322080606269377,3,179
5013000610049100,2626000004098300,27,50130,26260,4.322080606269377,3,179
5013000863096300,4311100012003100,27,50130,43111,4.322080606269377,3,179
5011000326012100,4128500032092300,27,50110,41285,4.322080606269377,3,179
5013000616057100,4281001185013300,27,50130,42810,4.322080606269377,3,179
5013000617099100,2820000042077200,27,50130,28200,4.322080606269377,3,179
5013000821028200,1168000013007400,27,50130,11680,4.322080606269377,3,179
4141000031030100,5011000594035200,54,41410,50110,5.219512195121951,3,56
5011000767075300,1154500001048400,80,50110,11545,8.838120104438643,3,150
5013000817046300,1126000015056200,27,50130,11260,4.322080606269377,3,179
5011000078068400,4119700009053300,27,50110,41197,4.322080606269377,3,179
5011000262035400,4139000087004100,17,50110,41390,6.088825214899713,3,108
5011000078068400,4146300029038400,27,50110,41463,4.322080606269377,3,179
1150000030012200,5013000785043300,27,11500,50130,4.322080606269377,3,179
4136000216029100,5011000219002100,36,41360,50110,4.406349206349207,3,23
5011000767094200,2644000133096300,61,50110,26440,5.232558139534884,3,11
5011000228054400,2818500008020100,11,50110,28185,5.83125,3,70
4148000690015300,5011000314090100,34,41480,50110,4.976168652612282,3,118
5011000437099200,2824500028097300,27,50110,28245,4.322080606269377,3,179
4136000216029100,5011000264080400,44,41360,50110,5.028301886792453,3,27
5011000685067100,1135000017062100,27,50110,11350,4.322080606269377,3,179
4146100378048400,5011000319062400,57,41461,50110,3.529032258064516,3,10
5013000610049100,1129000005025200,27,50130,11290,4.322080606269377,3,179
4148000690015300,5011000373038200,34,41480,50110,4.976168652612282,3,118
5013000777063100,1130500013014200,27,50130,11305,4.322080606269377,3,179
5011000228093100,1114000001017400,27,50110,11140,4.322080606269377,3,179
5011000078068400,2635000039061400,27,50110,26350,4.322080606269377,3,179
5011001108080200,2723000090044300,11,50110,27230,5.83125,3,70
5011000078068400,4684000253008100,27,50110,46840,4.322080606269377,3,179
5013000824069200,4159000606053100,27,50130,41590,4.322080606269377,3,179
4157000306018300,5011000721056300,14,41570,50110,5.469230769230769,3,120
4141000031030100,5011000316031300,93,41410,50110,3.3066666666666666,3,6
1120000016014200,5013000862020200,56,11200,50130,9.1,3,197
5011000213090100,4311100053096300,27,50110,43111,4.322080606269377,3,179
5011000078068400,4117300013080100,27,50110,41173,4.322080606269377,3,179
5011000437099200,1171000017011300,27,50110,11710,4.322080606269377,3,179
5011000272063400,2917000060077400,66,50110,29170,5.696324951644101,3,105
5011001095042400,4219000121086300,17,50110,42190,6.088825214899713,3,108
4137000004003200,5013000894007200,33,41370,50130,7.664670658682635,3,84
5011000137030100,4427000312002200,27,50110,44270,4.322080606269377,3,179
4471000114055400,5011000259007300,97,44710,50110,5.217391304347826,3,27
4113500034035400,5011000314069300,47,41135,50110,24.0,3,38
4159000429094300,5011000266081300,44,41590,50110,5.028301886792453,3,27
5013000809098300,4111300011021400,27,50130,41113,4.322080606269377,3,179
5011001034043300,4812500013091300,27,50110,48125,4.322080606269377,3,179
4141000031030100,5011000314070200,29,41410,50110,6.728260869565218,3,62
4122000363057300,5011000377088400,5,41220,50110,5.774957698815567,3,93
5013000839009300,4159000342006400,27,50130,41590,4.322080606269377,3,179
5011000543041100,4139000088062400,19,50110,41390,12.889830508474576,3,413
5013000610049100,4721000408083100,27,50130,47210,4.322080606269377,3,179
5011000078068400,4615000599014400,27,50110,46150,4.322080606269377,3,179
5011000178007200,4146300039078200,27,50110,41463,4.322080606269377,3,179
5013000777063100,1168000008034200,27,50130,11680,4.322080606269377,3,179
5013000205030200,2823700015068100,27,50130,28237,4.322080606269377,3,179
5011001060063300,4127300027095200,27,50110,41273,4.322080606269377,3,179
5013000610049100,4121000009032400,27,50130,41210,4.322080606269377,3,179
4141000031009400,5011000174063300,3,41410,50110,6.815602836879433,3,122
4514000193039100,5013000674093300,27,45140,50130,4.322080606269377,3,179
5011000316024300,4514000400097200,51,50110,45140,5.674418604651163,3,68
5013000821028200,1171000014091400,27,50130,11710,4.322080606269377,3,179
4141000031009400,5013000866045300,3,41410,50130,6.815602836879433,3,122
5013000854017300,1147000011041300,27,50130,11470,4.322080606269377,3,179
5011000078068400,4812100207003400,27,50110,48121,4.322080606269377,3,179
5013000734079400,3114000017054100,80,50130,31140,8.838120104438643,3,150
5011000078068400,2614000004077200,27,50110,26140,4.322080606269377,3,179
4163000083095400,5011000218061100,17,41630,50110,6.088825214899713,3,108
1117000009037100,5011000264100200,15,11170,50110,6.840909090909091,3,103
4157000306018300,5011000367022200,44,41570,50110,5.028301886792453,3,27
5011000595017300,4812500020057400,67,50110,48125,4.092013888888889,3,48
5013000723077100,4122000298080300,27,50130,41220,4.322080606269377,3,179
4141000031030100,5011000266047300,35,41410,50110,4.785714285714286,3,16
5011000078068400,2920000092029100,27,50110,29200,4.322080606269377,3,179
4122000363057300,5013000782056100,36,41220,50130,4.406349206349207,3,23
5011000582021400,4831000231092200,80,50110,48310,8.838120104438643,3,150
5011000078068400,4831000254017200,27,50110,48310,4.322080606269377,3,179
5011000137023400,4115000044082300,3,50110,41150,6.815602836879433,3,122
5013000610049100,4157000210048200,27,50130,41570,4.322080606269377,3,179
5011000078068400,2814000003099200,27,50110,28140,4.322080606269377,3,179
5013000832003400,1156000018096200,27,50130,11560,4.322080606269377,3,179
5011000968068300,2723000037021300,27,50110,27230,4.322080606269377,3,179
5011000214049400,4418000265069400,27,50110,44180,4.322080606269377,3,179
2620000005018100,5013000770034100,25,26200,50130,4.765333333333333,3,41
5011000266051200,4148000585028400,27,50110,41480,4.322080606269377,3,179
5013000581065400,2771000336043400,27,50130,27710,4.322080606269377,3,179
5011000316024300,4313000639029100,51,50110,43130,5.674418604651163,3,68
5013000740006400,2826000067090400,27,50130,28260,4.322080606269377,3,179
5011000078068400,3020000163096200,27,50110,30200,4.322080606269377,3,179
4146100002027300,5011000320081200,26,41461,50110,4.0588235294117645,3,14
5011000078068400,1150000038064100,27,50110,11500,4.322080606269377,3,179
5013000731055200,1129000009088400,27,50130,11290,4.322080606269377,3,179
5013000731055200,4163000105092300,27,50130,41630,4.322080606269377,3,179
5011000078068400,4159000342015400,27,50110,41590,4.322080606269377,3,179
4127300065073100,5011000373065300,6,41273,50110,9.592592592592593,3,130
5011000078068400,2817000021016300,27,50110,28170,4.322080606269377,3,179
5013000610049100,4119500001075200,27,50130,41195,4.322080606269377,3,179
4375000215040400,5011000373027300,25,43750,50110,4.765333333333333,3,41
4159000429094300,5011000092011400,3,41590,50110,6.815602836879433,3,122
5011001007011200,3017000027099100,27,50110,30170,4.322080606269377,3,179
5011000314031200,2826000142055100,25,50110,28260,4.765333333333333,3,41
5011000078068400,1171000002012100,27,50110,11710,4.322080606269377,3,179
5011000595017300,1168000013070100,67,50110,11680,4.092013888888889,3,48
5011000078068400,4113100020098300,27,50110,41131,4.322080606269377,3,179
5011000326012100,4783000287028300,27,50110,47830,4.322080606269377,3,179
2714000172001200,5011000214079400,45,27140,50110,6.529411764705882,3,42
3020000113067200,5013000809096300,11,30200,50130,5.83125,3,70
4148000690015300,5011000319033200,34,41480,50110,4.976168652612282,3,118
5013000513092400,4278000581055100,27,50130,42780,4.322080606269377,3,179
5013000610049100,4141000003014200,27,50130,41410,4.322080606269377,3,179
5011000137030100,4113100025018200,27,50110,41131,4.322080606269377,3,179
4141000031030100,5011000314070200,36,41410,50110,4.406349206349207,3,23
5013000691060200,2914000020019300,27,50130,29140,4.322080606269377,3,179
5011000078068400,1121500011072400,27,50110,11215,4.322080606269377,3,179
5013000692034400,1168000013095400,27,50130,11680,4.322080606269377,3,179
5013000610049100,4511300074034300,27,50130,45113,4.322080606269377,3,179
1165000006069300,5013000467039100,33,11650,50130,7.664670658682635,3,84
5011000078068400,1153000006025100,27,50110,11530,4.322080606269377,3,179
4161000144040200,5011000313030100,5,41610,50110,5.774957698815567,3,93
3171000791037400,5011000035010300,17,31710,50110,6.088825214899713,3,108
4148000699072200,5013000635005300,67,41480,50130,4.092013888888889,3,48
5013000821028200,1147000011009400,27,50130,11470,4.322080606269377,3,179
5013000624091200,3011000084075100,27,50130,30110,4.322080606269377,3,179
5013000821028200,4122000314092300,27,50130,41220,4.322080606269377,3,179
2650000007007100,5011000112053100,17,26500,50110,6.088825214899713,3,108
5011000314059300,3611000373004300,66,50110,36110,5.696324951644101,3,105
1168000007002200,5011000373011400,46,11680,50110,5.4,3,14
5013000618013100,4111700020045400,11,50130,41117,5.83125,3,70
2647000008065400,5013000732081200,17,26470,50130,6.088825214899713,3,108
1168000015064300,5011000266003200,21,11680,50110,10.892156862745098,3,134
1129000022055300,5013000635072300,93,11290,50130,3.3066666666666666,3,6
5011000420060100,4159000303004200,27,50110,41590,4.322080606269377,3,179
5013000858034200,2818500027005400,27,50130,28185,4.322080606269377,3,179
4377000369095300,5011000373064400,57,43770,50110,3.529032258064516,3,10
5013000608075200,4127300008093100,27,50130,41273,4.322080606269377,3,179
5011000137030100,4146300010023200,27,50110,41463,4.322080606269377,3,179
4311100052060100,5011000319051100,30,43111,50110,4.15,3,10
1117000009079100,5011000315076100,31,11170,50110,3.5555555555555554,3,5
5011000685067100,2635000059017200,27,50110,26350,4.322080606269377,3,179
5011000078068400,2729000021081400,27,50110,27290,4.322080606269377,3,179
4145000082015200,5011000423093100,51,41450,50110,5.674418604651163,3,68
5011000377088400,2920000165057200,80,50110,29200,8.838120104438643,3,150
5013000731055200,2826000031056200,27,50130,28260,4.322080606269377,3,179
4157000306018300,5011000672072300,77,41570,50110,5.92,3,123
5013000610049100,1123000006078100,27,50130,11230,4.322080606269377,3,179
5013000777063100,4514000358080400,27,50130,45140,4.322080606269377,3,179
5013000733025400,4822000217100300,27,50130,48220,4.322080606269377,3,179
5013000617099100,2824500032056200,27,50130,28245,4.322080606269377,3,179
5011000078068400,4150000154041100,27,50110,41500,4.322080606269377,3,179
4150000241045200,5011000314075300,5,41500,50110,5.774957698815567,3,93
5013000610049100,4139000018034400,27,50130,41390,4.322080606269377,3,179
5011000685067100,2824500006026300,27,50110,28245,4.322080606269377,3,179
5013000731055200,4671000224039400,27,50130,46710,4.322080606269377,3,179
4511300030055300,5013000014003100,25,45113,50130,4.765333333333333,3,41
5013000731055200,4139000110020100,27,50130,41390,4.322080606269377,3,179
4146100146003300,5011000319022200,33,41461,50110,7.664670658682635,3,84
5013000524039300,1150000030035300,27,50130,11500,4.322080606269377,3,179
5013000731055200,1138000021002200,27,50130,11380,4.322080606269377,3,179
5011000137030100,4127300025034200,27,50110,41273,4.322080606269377,3,179
4157000128031400,5011000258050200,80,41570,50110,8.838120104438643,3,150
5013000622057100,4480000134082100,27,50130,44800,4.322080606269377,3,179
2818500012018400,5011000168084200,17,28185,50110,6.088825214899713,3,108
5011000375010100,2632000004052400,27,50110,26320,4.322080606269377,3,179
5011000478099100,3023000064020300,27,50110,30230,4.322080606269377,3,179
4141000031030100,5011000485007200,42,41410,50110,3.888888888888889,3,13
5013000821028200,1135000012060300,27,50130,11350,4.322080606269377,3,179
5013000817046300,1150000024052400,27,50130,11500,4.322080606269377,3,179
5011000078068400,1129000023055100,27,50110,11290,4.322080606269377,3,179
5013000235040100,1123000004035400,27,50130,11230,4.322080606269377,3,179
5013000821028200,2917000038001400,27,50130,29170,4.322080606269377,3,179
4141000031030100,5011000313008400,85,41410,50110,6.0,3,27
5013000205048400,2729000040004300,27,50130,27290,4.322080606269377,3,179
5013000777063100,3017000033030100,27,50130,30170,4.322080606269377,3,179
5011000685067100,4719000594013100,27,50110,47190,4.322080606269377,3,179
5011000078068400,2823700002090400,27,50110,28237,4.322080606269377,3,179
5013000803023100,1120000001028400,27,50130,11200,4.322080606269377,3,179
5011000137030100,3011000053053100,27,50110,30110,4.322080606269377,3,179
5011000137030100,4825000412052100,27,50110,48250,4.322080606269377,3,179
5011000199044400,2818500033010100,27,50110,28185,4.322080606269377,3,179
5013000610049100,1159000011014400,27,50130,11590,4.322080606269377,3,179
5013000777063100,2911000010069200,27,50130,29110,4.322080606269377,3,179
5013000616057100,4137000039079200,27,50130,41370,4.322080606269377,3,179
4148000690015300,5011000316051200,34,41480,50110,4.976168652612282,3,118
5013000731055200,4148000672005300,27,50130,41480,4.322080606269377,3,179
5011000318079400,1171000023026200,27,50110,11710,4.322080606269377,3,179
5013000821028200,4719000435061100,27,50130,47190,4.322080606269377,3,179
5013000622057100,4163000159071100,27,50130,41630,4.322080606269377,3,179
5013000821028200,4825000421096100,27,50130,48250,4.322080606269377,3,179
5013000821028200,2826000142060300,27,50130,28260,4.322080606269377,3,179
5011000078068400,2826000026042200,27,50110,28260,4.322080606269377,3,179
4128500007025200,5011000556069300,84,41285,50110,4.241379310344827,3,16
5013000731055200,4163000138089300,27,50130,41630,4.322080606269377,3,179
5011000137030100,4159000179020300,27,50110,41590,4.322080606269377,3,179
5011000424078200,4514000381003300,27,50110,45140,4.322080606269377,3,179
4372000406047400,5011000157058300,27,43720,50110,4.322080606269377,3,179
5011000525070400,2820000055098300,27,50110,28200,4.322080606269377,3,179
5013000610049100,1144000018051300,27,50130,11440,4.322080606269377,3,179
4148000690015300,5011000263066100,34,41480,50110,4.976168652612282,3,118
5011000437099200,4371000159061300,27,50110,43710,4.322080606269377,3,179
5013000783057100,3011000060079300,27,50130,30110,4.322080606269377,3,179
5011000078068400,4479000071002200,27,50110,44790,4.322080606269377,3,179
4148000626030400,5011000319087400,3,41480,50110,6.815602836879433,3,122
5013000851012100,4415000483031400,19,50130,44150,12.889830508474576,3,413
5013000673010300,2653000003010100,27,50130,26530,4.322080606269377,3,179
5013000624091200,2817000009057300,27,50130,28170,4.322080606269377,3,179
5011000225012300,2818500014035100,66,50110,28185,5.696324951644101,3,105
5011000215098200,5011000266093200,25,50110,50110,4.765333333333333,3,41
5011001074083100,4514000398048100,27,50110,45140,4.322080606269377,3,179
5013000777063100,1141000008069400,27,50130,11410,4.322080606269377,3,179
5011000595017300,4161000163031100,67,50110,41610,4.092013888888889,3,48
5011000078068400,4146300009053300,27,50110,41463,4.322080606269377,3,179
5011000213090100,4519000332089200,3,50110,45190,6.815602836879433,3,122
5011000078068400,4159000383063400,27,50110,41590,4.322080606269377,3,179
5013000043054100,2914000014069400,27,50130,29140,4.322080606269377,3,179
4146100146003300,5011000319022400,33,41461,50110,7.664670658682635,3,84
5011000375010100,4128500048080200,66,50110,41285,5.696324951644101,3,105
5011000078068400,4157000290019200,27,50110,41570,4.322080606269377,3,179
5011000078068400,4128100111047200,27,50110,41281,4.322080606269377,3,179
4113500004083400,5011000264090300,71,41135,50110,4.291666666666667,3,17
4427000366060200,5011000544072300,5,44270,50110,5.774957698815567,3,93
5011000078068400,2818500045039100,27,50110,28185,4.322080606269377,3,179
4213000356075200,5011000266021300,25,42130,50110,4.765333333333333,3,41
5011000078068400,4513000190026200,27,50110,45130,4.322080606269377,3,179
5013000854017300,4117300024042100,27,50130,41173,4.322080606269377,3,179
4161000402022400,5011000318032100,44,41610,50110,5.028301886792453,3,27
4148000690015300,5013000626058400,34,41480,50130,4.976168652612282,3,118
5011000368010400,4725000719093400,27,50110,47250,4.322080606269377,3,179
5013000777063100,1150000024058100,27,50130,11500,4.322080606269377,3,179
5013000056001300,4713000426076400,27,50130,47130,4.322080606269377,3,179
4579000177091200,5011000173064200,80,45790,50110,8.838120104438643,3,150
5013000754028300,2826000087078100,27,50130,28260,4.322080606269377,3,179
5013000826031400,2771000111067100,27,50130,27710,4.322080606269377,3,179
5013000731055200,2817000021020100,27,50130,28170,4.322080606269377,3,179
5011000437099200,4482500367016400,27,50110,44825,4.322080606269377,3,179
5013000854086200,1156000008087100,27,50130,11560,4.322080606269377,3,179
5013000735079200,2717000016004300,27,50130,27170,4.322080606269377,3,179
5011000178097200,1121500015099300,27,50110,11215,4.322080606269377,3,179
4161000271049100,5013000828031200,71,41610,50130,4.291666666666667,3,17
5013000765096400,1171000030036400,27,50130,11710,4.322080606269377,3,179
5013000821028200,4421000446044100,27,50130,44210,4.322080606269377,3,179
5013000821078200,1130500015063200,27,50130,11305,4.322080606269377,3,179
5011000313069200,3611000164010200,80,50110,36110,8.838120104438643,3,150
5011000137030100,4514000456014400,27,50110,45140,4.322080606269377,3,179
5011000078068400,4825000341028100,27,50110,48250,4.322080606269377,3,179
5013000685046100,3014000024094400,27,50130,30140,4.322080606269377,3,179
5011000183026200,4511100012039100,27,50110,45111,4.322080606269377,3,179
5011000316024300,4514000335082200,51,50110,45140,5.674418604651163,3,68
5013000777063100,4148000336045400,27,50130,41480,4.322080606269377,3,179
5011000213090100,2644000142018100,27,50110,26440,4.322080606269377,3,179
5013000354052200,2726000025097200,27,50130,27260,4.322080606269377,3,179
5011001077072100,2817000002058100,27,50110,28170,4.322080606269377,3,179
5011000078068400,4888000549075400,27,50110,48880,4.322080606269377,3,179
5013000610049100,1171000021005400,27,50130,11710,4.322080606269377,3,179
4825000320060400,5011000312074200,51,48250,50110,5.674418604651163,3,68
5013000731055200,2726000025008300,27,50130,27260,4.322080606269377,3,179
5011000137030100,4311100058094300,27,50110,43111,4.322080606269377,3,179
5013000610049100,4143000010001400,27,50130,41430,4.322080606269377,3,179
5013000827049100,4115000027045100,27,50130,41150,4.322080606269377,3,179
5011000424078200,3171000621001400,27,50110,31710,4.322080606269377,3,179
5013000731055200,2632000020049400,27,50130,26320,4.322080606269377,3,179
5013000765096400,4713000362029100,27,50130,47130,4.322080606269377,3,179
5013000610049100,2647000010040200,27,50130,26470,4.322080606269377,3,179
5013000871062200,4113500018082400,27,50130,41135,4.322080606269377,3,179
4128500028049400,5011000305080400,66,41285,50110,5.696324951644101,3,105
5011000264026100,5011000376003100,59,50110,50110,4.25,3,8
5013000858004300,4121000014080400,27,50130,41210,4.322080606269377,3,179
5011000137030100,2714000077085300,27,50110,27140,4.322080606269377,3,179
5011000173096100,1174000010100300,27,50110,11740,4.322080606269377,3,179
5013000897086300,4315000173071100,27,50130,43150,4.322080606269377,3,179
1111000025015300,5011000328026100,41,11110,50110,3.707482993197279,3,25
5011000113015100,4413100147020200,27,50110,44131,4.322080606269377,3,179
5011000225030100,4825000421013400,27,50110,48250,4.322080606269377,3,179
4150000232082100,5013000823055100,90,41500,50130,8.75,3,60
5011000316024300,4511100045065400,51,50110,45111,5.674418604651163,3,68
5013000735004100,1129000012082100,27,50130,11290,4.322080606269377,3,179
5013000821028200,2823700015049100,27,50130,28237,4.322080606269377,3,179
4511300060053300,5013000529050300,10,45113,50130,5.6,3,29
4148000699072200,5011000435096200,67,41480,50110,4.092013888888889,3,48
5013000459099100,3023000021068400,27,50130,30230,4.322080606269377,3,179
5011000582021400,4719000587070400,80,50110,47190,8.838120104438643,3,150
5013000610049100,4413300185007100,27,50130,44133,4.322080606269377,3,179
5013000731055200,4146300044017400,27,50130,41463,4.322080606269377,3,179
5011000135053200,1150000041060100,27,50110,11500,4.322080606269377,3,179
5011000078068400,2820000051042400,27,50110,28200,4.322080606269377,3,179
4150000184029400,5011000265066300,5,41500,50110,5.774957698815567,3,93
3023000053033100,5013000823076300,44,30230,50130,5.028301886792453,3,27
4519000626011100,5013000823023100,5,45190,50130,5.774957698815567,3,93
5013000902094200,4831000262023300,27,50130,48310,4.322080606269377,3,179
5013000862067200,4111100032020300,27,50130,41111,4.322080606269377,3,179
5011000478099100,2647000007076400,27,50110,26470,4.322080606269377,3,179
4122000053068300,5011000319004300,41,41220,50110,3.707482993197279,3,25
5011000213090100,3017000027004400,27,50110,30170,4.322080606269377,3,179
1153000017005200,5011000264082200,70,11530,50110,4.1568627450980395,3,16
5013000821028200,2638000047095400,27,50130,26380,4.322080606269377,3,179
5011000078068400,4128100103097300,27,50110,41281,4.322080606269377,3,179
5011000137030100,4413100174058400,27,50110,44131,4.322080606269377,3,179
5013000610049100,1135000013009400,27,50130,11350,4.322080606269377,3,179
5013000731055200,1168000028010400,27,50130,11680,4.322080606269377,3,179
5013000866088100,4211000645060400,27,50130,42110,4.322080606269377,3,179
5013000823067300,4514000399007100,17,50130,45140,6.088825214899713,3,108
5013000610049100,1162000002031200,27,50130,11620,4.322080606269377,3,179
4136000216029100,5013000871083200,36,41360,50130,4.406349206349207,3,23
4148000690015300,5011000313086400,34,41480,50110,4.976168652612282,3,118
5011001116066400,1111000020092300,27,50110,11110,4.322080606269377,3,179
5011000078068400,1141000012014400,27,50110,11410,4.322080606269377,3,179
4122000363057300,5013000933069300,3,41220,50130,6.815602836879433,3,122
5013000827100200,4113500062040400,27,50130,41135,4.322080606269377,3,179
5013000354052200,4111700025049200,27,50130,41117,4.322080606269377,3,179
5013000610049100,1156000010089400,27,50130,11560,4.322080606269377,3,179
1141000019068300,5011000543041100,34,11410,50110,4.976168652612282,3,118
5013000862067200,4577000123012300,27,50130,45770,4.322080606269377,3,179
5011000078068400,4121000004087200,27,50110,41210,4.322080606269377,3,179
5011000220067100,4571000613049300,27,50110,45710,4.322080606269377,3,179
5013000685046100,3011000052028400,27,50130,30110,4.322080606269377,3,179
5013000765096400,1121500013077300,27,50130,11215,4.322080606269377,3,179
5013000691060200,4812700062015200,27,50130,48127,4.322080606269377,3,179
3023000012008100,5011000113071400,66,30230,50110,5.696324951644101,3,105
5013000731055200,4615000535054300,27,50130,46150,4.322080606269377,3,179
4148000690043300,5011000264045100,34,41480,50110,4.976168652612282,3,118
1117000009058400,5011000378017100,15,11170,50110,6.840909090909091,3,103
5013000308099400,4159000207077200,27,50130,41590,4.322080606269377,3,179
4217000002083400,5011000264063400,66,42170,50110,5.696324951644101,3,105
2717000009070200,5011000215023100,10,27170,50110,5.6,3,29
5011000312034400,4572000555073300,27,50110,45720,4.322080606269377,3,179
