index,INVC_CONT
32235,3.9283313915410463
32236,3.852211811879209
32237,4.322270851949912
32238,4.359304341363065
32239,4.359304342035934
32240,5.926198109221466
32241,5.400662378879064
32242,7.676108460015012
32243,5.303638921240385
32244,3.923032299010156
32245,3.9461375623385355
32246,3.8730523852877035
32247,4.794917197574793
32248,4.359404018853045
32249,6.001517145539541
32250,6.861684997568491
32251,3.8730523850290712
32252,5.140145855168099
32253,5.999608585749542
32254,5.7271144729214445
32255,3.9307630673524447
32256,3.918390446114973
32257,4.17505128124497
32258,4.312239964104817
32259,5.588321101677898
32260,5.770410085385948
32261,5.497236346257138
32262,4.317016382802725
32263,3.9656801534710064
32264,3.9228915647493197
32265,4.359005333714631
32266,3.924971158870317
32267,5.434682621183269
32268,5.249679097920235
32269,4.217514250890819
32270,5.572925044543007
32271,5.773081610527456
32272,6.895334939038007
32273,5.347437703331841
32274,4.236899578300395
32275,4.250383502472678
32276,4.631666864575006
32277,4.1856048647194
32278,4.631579654848358
32279,4.639239673566717
32280,4.639289505655734
32281,4.203114648083759
32282,4.7229092228187
32283,4.474246075775143
32284,4.077821836988673
32285,4.25617351250393
32286,5.093826522668475
32287,4.414794504425534
32288,4.250363570983012
32289,4.746237762495854
32290,5.748682220944593
32291,5.491108897552863
32292,4.746237768414818
32293,8.12197551467359
32294,4.432684113086548
32295,3.9366802560507965
32296,3.852210604214006
32297,3.95287690936318
32298,4.63149368894612
32299,4.249919420998787
32300,4.256173516104665
32301,5.491136308528559
32302,4.267721623935401
32303,4.2651947044255145
32304,4.289431110258402
32305,4.185629786419936
32306,4.723482334434829
32307,4.626449903118911
32308,5.507797469252753
32309,4.539916672986065
32310,6.215563666660059
32311,4.720436051134128
32312,4.509290359292116
32313,4.57775023638516
32314,4.611752950364997
32315,4.791693588476336
32316,5.181619806402779
32317,4.193284438256574
32318,4.069460017496429
32319,4.429325007108101
32320,4.588897073976125
32321,4.151066970409991
32322,4.199306724278194
32323,4.4552415130254825
32324,3.925465553279352
32325,3.925540306938647
32326,3.925540307025612
32327,4.072345225312107
32328,4.072345225412511
32329,4.046185897945814
32330,4.04622327473162
32331,4.170913389631129
32332,4.16881630382781
32333,4.168928434072866
32334,4.151038318150652
32335,4.15103831839937
32336,4.151066973191138
32337,4.151352392423916
32338,4.587178168448764
32339,5.247924173751606
32340,4.6443482129929645
32341,4.614165168671244
32342,4.5273427260818515
32343,4.586767024026736
32344,4.202863003926746
32345,4.644350712317097
32346,4.150997203468808
32347,4.069422648572273
32348,4.644396805316534
32349,4.168974532828681
32350,4.168891058141473
32351,4.587203088973092
32352,3.907940141042301
32353,4.523266647243134
32354,3.9255776855170583
32355,4.216665915475804
32356,4.170988144644387
32357,4.090263213384651
32358,4.140726758084961
32359,4.170988144480894
32360,4.170988144917028
32361,4.150992221819203
32362,4.151064483839577
32363,4.1931947412726345
32364,4.090239542068223
32365,4.492497484293652
32366,4.587153255445677
32367,4.587153257040622
32368,4.653710323484893
32369,4.072345227774464
32370,4.176705301054882
32371,4.427943817264332
32372,4.1510669756210365
32373,4.100234660860333
32374,4.381449843715998
32375,4.454102246278573
32376,4.1184533144842925
32377,4.7146041234686065
32378,4.86606701060784
32379,4.3983855823088955
32380,4.637376786110041
32381,4.630670588664841
32382,4.932199890803607
32383,4.100853147682387
32384,4.3794736104475565
32385,4.346589552393679
32386,4.317084505390095
32387,4.798188713523173
32388,4.858710520076857
32389,4.554461459024165
32390,4.3807072151862005
32391,4.379352759363443
32392,4.282490139641454
32393,4.346616962758896
32394,4.394866682047369
32395,4.11849069294378
32396,4.380669838310749
32397,4.283436140888719
32398,4.382010498077715
32399,4.378805617991369
32400,4.307627552363158
32401,4.317084506406866
32402,4.31708699795809
32403,4.669682974311725
32404,4.714629039387155
32405,4.8660794717213305
32406,4.402256272208373
32407,4.7881132935764015
32408,4.317068309620123
32409,4.408592758587892
32410,4.806313886798262
32411,4.3887310245287035
32412,4.71460412404848
32413,4.7757681163605
32414,4.669633144220001
32415,4.815987474063419
32416,4.330470758998615
32417,4.299693339179914
32418,4.604655874787445
32419,4.398385585464305
32420,4.40229365193374
32421,4.3465895555921215
32422,4.776007499826964
32423,4.785735524974419
32424,4.7857380143213915
32425,5.273602389617695
32426,4.29234200261075
32427,7.17430250082648
32428,5.9803579315990065
32429,5.242090781534094
32430,6.554887904525852
32431,5.426126803811162
32432,7.922477303706087
32433,5.8082279505202
32434,4.400115293559081
32435,5.12782519029226
32436,4.295915467407271
32437,3.3949076427817504
32438,5.1782202335948595
32439,6.255421691463892
32440,4.670672292146049
32441,5.449979618982371
32442,4.858520146560449
32443,2.219040842002197
32444,5.214783833512573
32445,5.363923187999239
32446,4.832995885884228
32447,4.355999186978432
32448,9.697131070889201
32449,4.464153556835309
32450,6.059126425186906
32451,4.446496519934336
32452,5.002768401815919
32453,9.546570449670872
32454,9.553009957950232
32455,4.849942682709618
32456,4.712272949614693
32457,5.730202487314768
32458,7.314753550164067
32459,5.1258326672454775
32460,4.867628272595245
32461,4.867628272608413
32462,4.867628272744727
32463,4.867628273305593
32464,5.044927404691787
32465,4.692049861433884
32466,4.692049861446443
32467,5.125832665488751
32468,5.723393409814329
32469,5.183855242216873
32470,4.495449048512595
32471,5.219539947147687
32472,4.056162913580968
32473,5.68687726959444
32474,5.722938177139142
32475,4.9915177533151365
32476,5.961251522156852
32477,5.664369240217821
32478,8.910506564710435
32479,7.008839622824923
32480,5.7782951372242675
32481,5.638886274258603
32482,9.019781319959606
32483,5.525852048410723
32484,5.355816238689011
32485,5.501186509562439
32486,3.7528520174824114
32487,3.7501575427570035
32488,3.867443247974794
32489,3.8942680310506397
32490,3.894305408061763
32491,3.888013936007867
32492,3.884308081560179
32493,3.949485975102415
32494,3.9229488219044772
32495,3.9229675101795736
32496,3.9229675104042308
32497,3.922986198479024
32498,3.9229861984797387
32499,3.922986198815204
32500,3.923060953458556
32501,3.9622360020402305
32502,3.9292922974472213
32503,3.928360045535466
32504,3.9642507541531122
32505,3.9054101565680512
32506,3.905410157427977
32507,3.852211810782983
32508,3.8522491852899075
32509,3.852249185364833
32510,4.1838946789415346
32511,4.322171184644059
32512,4.322171185504163
32513,4.230283475932872
32514,4.2936759984865365
32515,4.314598378229138
32516,4.314598379761628
32517,4.426039516305799
32518,4.359255749760356
32519,4.359354178199299
32520,4.359354180179512
32521,4.329060254994315
32522,4.329072706149402
32523,4.351141798372268
32524,4.478504887101437
32525,4.3123147132143815
32526,9.255907997726618
32527,5.549861625149699
32528,3.7528146417311516
32529,3.8540122052544943
32530,3.8943054090460207
32531,3.884158574752101
32532,3.9513451410821396
32533,3.9494859780188802
32534,3.9621986252284622
32535,3.962198625640542
32536,3.90823356150758
32537,3.9472662099958145
32538,3.852249187581691
32539,4.322171185752721
32540,4.3222957673027915
32541,4.359304341362801
32542,4.359354179744085
32543,4.329060256327302
32544,4.3170138897029515
32545,4.317018871573393
32546,4.312264880527534
32547,4.312314714248986
32548,4.401267688326358
32549,4.385377467439489
32550,3.9184215915888614
32551,3.85221181186056
32552,3.8842333301498484
32553,3.95134514250965
32554,3.928331393079377
32555,5.549861626588909
32556,3.9183904448833835
32557,4.293676006330463
32558,4.370657361265728
32559,4.317013890395394
32560,4.401267692369314
32561,5.382765202213545
32562,6.113673466901945
32563,3.962236003670307
32564,3.7528893969703474
32565,3.8651058287938667
32566,5.453295925438786
32567,4.314427693976911
32568,3.9283313944643523
32569,3.9622360050816083
32570,5.896777765460429
32571,4.358980413854302
32572,5.572925043757535
32573,5.649213484745741
32574,5.776675961566865
32575,5.378836607036136
32576,4.185604863832113
32577,4.538486876769579
32578,4.5399166660232515
32579,4.249532209978852
32580,4.723457418402696
32581,4.27295287608544
32582,4.270512481026336
32583,4.077728394968056
32584,4.249919417647533
32585,4.265138634255656
32586,4.24953221025798
32587,6.846725936622037
32588,4.539916666589441
32589,4.271444734890627
32590,4.077747084977231
32591,14.701735792382033
32592,4.723432495382735
32593,4.722946596680743
32594,7.971747189974486
32595,3.68057633520998
32596,4.060306100791088
32597,4.020223740487577
32598,4.020261117386042
32599,3.8968477797417354
32600,4.043983272988459
32601,5.399963062679745
32602,4.217589010451434
32603,4.687668882654855
32604,4.2433451115538805
32605,4.687406001267993
32606,4.603025594340326
32607,5.318226194726387
32608,7.209248038646578
32609,5.740803598727602
32610,5.181644728167095
32611,5.064256588310398
32612,4.95413820536652
32613,4.140689371556012
32614,4.579407259257492
32615,4.170988135086716
32616,4.15099221395566
32617,4.639941203373908
32618,4.579580442740016
32619,4.183320410175941
32620,3.9079401347576357
32621,4.046185893098384
32622,4.099244757488461
32623,5.328320236129137
32624,4.087690862463932
32625,4.6034317684733805
32626,3.9256150606858746
32627,4.072382602323454
32628,4.072419979096659
32629,4.099244762122735
32630,4.118996780486783
32631,4.08780299490488
32632,4.1993254134411835
32633,4.151019629950387
32634,4.193192247196524
32635,4.193194739122825
32636,4.0902445219873576
32637,4.579505696453742
32638,4.797353932705425
32639,4.170763881464178
32640,4.168891057112319
32641,4.1767052988779145
32642,4.586791943104589
32643,4.134948177361901
32644,4.672455502946126
32645,4.644396811621307
32646,4.4073512885428805
32647,4.588822327617839
32648,4.644350713208529
32649,4.1932209086329335
32650,4.500548625541491
32651,4.5587328262623
32652,4.5232666479002885
32653,3.9256150629106874
32654,3.9079962069282352
32655,4.099207387375409
32656,4.3284195467791395
32657,4.168984501620555
32658,4.199269350306494
32659,4.199381481174996
32660,4.176667924106253
32661,4.151094384999345
32662,4.151094385223703
32663,4.151352394087875
32664,4.164363826734651
32665,4.492522407595732
32666,4.587178170025816
32667,4.587228004283547
32668,4.579407268963229
32669,4.671907305269622
32670,4.672455502244128
32671,4.099244764573283
32672,4.5872280037586926
32673,4.64799381823613
32674,4.989164310175209
32675,4.381337712697414
32676,4.398348205642981
32677,4.806239131267985
32678,4.346616961289166
32679,4.714728705024436
32680,4.2996933372289705
32681,4.714242814534898
32682,4.120215777081882
32683,4.484675360420527
32684,4.554461458992586
32685,4.34656089736501
32686,4.380669837549141
32687,4.616000711295132
32688,4.788549362054165
32689,4.669707898468768
32690,5.325618653518813
32691,4.3269776108880595
32692,4.380669838422418
32693,4.388731023903559
32694,4.307627553546844
32695,4.806313884930853
32696,4.7857405036611524
32697,4.858648224431173
32698,5.237297295106003
32699,4.346537225827421
32700,4.118434627754
32701,4.7060642065848315
32702,4.317086998095282
32703,4.66430666150742
32704,4.630670590119185
32705,4.296302498983794
32706,4.801787374489092
32707,4.616000712529388
32708,4.394829306779378
32709,4.326090314527516
32710,4.379408826700612
32711,4.132977929609164
32712,4.70606420622093
32713,9.541802886231409
32714,3.7312911312907207
32715,4.537588734670695
32716,4.919976998368768
32717,5.0867616594855205
32718,4.438104193477954
32719,4.339767172543005
32720,5.475446380842386
32721,4.801983138591068
32722,5.127825189607692
32723,7.68401826085995
32724,8.411097480099004
32725,4.706154439243319
32726,4.67067229279429
32727,4.394928981219756
32728,3.939908096432035
32729,5.466232765451297
32730,5.904383044395184
32731,9.697131070752011
32732,9.697131070813962
32733,4.832995886568514
32734,9.546570450917018
32735,9.546570450990789
32736,5.087040005052961
32737,6.6858321405502705
32738,5.125832666036425
32739,5.125832667306799
32740,4.867628273305594
32741,4.765974058381641
32742,5.044927405377019
32743,4.6920498614587975
32744,4.832133791775468
32745,4.867628272776725
32746,5.061605500089264
32747,4.770493520455377
32748,4.770493521191004
32749,5.049186163479791
32750,5.074709536252678
32751,5.653674523253346
32752,5.028358514247878
32753,5.169714375874892
32754,4.7059016989762
32755,4.921173009095718
32756,5.11727243402764
32757,5.918098702469643
32758,6.106238035149325
32759,9.494723911159625
32760,5.8402847553335935
32761,6.657856824386826
32762,6.5259615023241295
32763,8.297323485370601
32764,15.795588173983834
32765,5.8403125203122555
32766,4.792919957771701
32767,5.801692984785718
32768,3.752795952222158
32769,3.7501575424338185
32770,3.7501575425832883
32771,3.75019491935663
32772,3.8674432479997627
32773,3.8943054078499855
32774,3.8880139361941906
32775,3.9227794297307548
32776,4.013096245598569
32777,3.8842333276022845
32778,3.884233327689619
32779,3.884233327825883
32780,3.8842333279004992
32781,4.599796813085097
32782,3.92482164598361
32783,3.924971153389323
32784,3.9228740688812245
32785,3.9228740696914675
32786,3.9230322965988407
32787,3.923042264050757
32788,3.9308004410300708
32789,3.9657175263863618
32790,4.133773669952295
32791,3.9292922976088773
32792,3.9082061504050793
32793,3.9082111336946643
32794,3.928331390108169
32795,3.928357553772241
32796,3.9283600454360923
32797,3.947278670630405
32798,3.964250753753879
32799,3.8522242675687735
32800,3.8730287065153965
32801,3.873031194765538
32802,3.8730336866898174
32803,3.87305237911374
32804,3.8730523819291007
32805,4.265839864671103
32806,4.322270850156188
32807,4.230707079880785
32808,4.293713377552514
32809,4.293788133555221
32810,4.324408306020494
32811,4.370582604722377
32812,4.370644901944215
32813,4.256925613504758
32814,4.256976699860523
32815,4.31220258242082
32816,6.578356829114871
32817,3.8674058717505386
32818,3.907379775597043
32819,3.884158574764395
32820,3.8841959517876448
32821,3.8842333284492323
32822,3.8842333287733863
32823,3.8843080823201235
32824,3.9248216470798982
32825,3.962198625639694
32826,3.8522118135113406
32827,3.8730287043966705
32828,4.183919595989537
32829,4.429969304453821
32830,4.3705078482848405
32831,4.359255749187683
32832,4.312202582146192
32833,4.41815601081528
32834,8.432463373841284
32835,5.775880487629786
32836,5.6033863093101814
32837,5.350221807718032
32838,4.312239962352387
32839,8.342651940910478
32840,3.8412091694143022
32841,4.265864782072391
32842,4.359279433180004
32843,5.4729477691015695
32844,5.628871713670115
32845,5.985230350869937
32846,5.844616135415511
32847,5.335756744834866
32848,4.293725839826757
32849,3.9738822183334914
32850,5.058508634479745
32851,5.588331069191945
32852,5.695194129076742
32853,5.37945633623949
32854,5.850373600490452
32855,5.4876413346695765
32856,9.154613426874656
32857,4.582933267580663
32858,5.273158187381551
32859,5.310543359416
32860,5.776675959026099
32861,4.250385994772532
32862,5.588311994529156
32863,4.7235570850132005
32864,4.708460205763056
32865,4.2651386339895065
32866,4.215917685369604
32867,4.260542877833016
32868,4.6990331128517555
32869,4.2794932380292945
32870,4.610819243134858
32871,4.626437436219017
32872,4.708460206067506
32873,4.289431107616613
32874,4.639289505897205
32875,5.414512140214437
32876,5.249679099395418
32877,5.550248864676408
32878,5.508491743359768
32879,5.515827837196213
32880,5.706473494100818
32881,4.550653638997222
32882,4.2759629093143205
32883,4.687792227358972
32884,4.294981196240737
32885,4.247562594701421
32886,4.538535473650191
32887,4.265213390483193
32888,4.060306100915727
32889,4.115540783854799
32890,3.9914238207904584
32891,3.9171180719067906
32892,3.8818420333194323
32893,3.881854489607276
32894,4.215917689155532
32895,4.215917690146932
32896,4.272878126811679
32897,4.272952882115551
32898,4.639264591532833
32899,4.639289511756442
32900,4.603025594302843
32901,5.0208186798798335
32902,7.111387029276888
32903,4.899612417023694
32904,5.855585847571571
32905,7.160391739148903
32906,4.577750236298134
32907,4.971083340145573
32908,4.899612417873405
32909,5.845735614690771
32910,4.720499593026699
32911,7.9738875131955815
32912,4.464380257804362
32913,4.690360797287819
32914,4.5872030814181715
32915,4.588897078473051
32916,4.64447155924863
32917,4.579407267582478
32918,3.9255216179264787
32919,3.925502930090949
32920,3.925502930091211
32921,3.90799620482742
32922,3.9400649184743672
32923,4.046185897858867
32924,4.04618589785895
32925,4.0461858979584004
32926,4.092953290468144
32927,4.328419544279457
32928,4.168974531993813
32929,4.169003188480789
32930,4.151019629776098
32931,4.164335169019907
32932,4.433497469802152
32933,4.433497470811316
32934,4.587153254391546
32935,4.5872529201022525
32936,4.427482836172652
32937,4.427943815324836
32938,4.500548621575285
32939,4.5005486237809516
32940,4.623216145293181
32941,4.2028630041066775
32942,4.19328444362304
32943,4.072419979543467
32944,4.407351289658949
32945,4.51086237448589
32946,4.5868044029926445
32947,4.6480685693341535
32948,4.700286084911871
32949,4.175234533065627
32950,4.087690864899393
32951,4.070045181370603
32952,4.587203089516282
32953,4.069422645993565
32954,4.099207386713105
32955,4.176667923201221
32956,4.087690865891591
32957,4.527289150303573
32958,3.907996206952742
32959,4.087802997540479
32960,4.1690031898826065
32961,4.19322090725461
32962,4.0694226472965385
32963,4.57949323895932
32964,4.589440215526134
32965,4.648068568931451
32966,4.779642882407194
32967,4.527342730138317
32968,4.427943817899325
32969,4.672455501545901
32970,4.750711493667115
32971,4.202825629377639
32972,4.527289150804622
32973,4.087728243519321
32974,4.484675359625822
32975,4.34651978191555
32976,4.39482930391573
32977,4.664390138592549
32978,4.379390135617411
32979,4.6661903551755355
32980,4.346560897265413
32981,4.35985525654725
32982,4.856380410189205
32983,4.604705719327774
32984,4.326977610063733
32985,4.388743484076867
32986,4.686133856361466
32987,4.346514799232916
32988,4.327648351117948
32989,4.397130532618635
32990,4.38873102392839
32991,4.296327414652063
32992,4.669633141412913
32993,4.714629039000804
32994,4.615998219529682
32995,4.616000711692839
32996,4.398348207348607
32997,4.283361387240624
32998,4.785735522707266
32999,4.669682974041494
33000,4.604606039987035
33001,4.669732808732707
33002,4.7693372161098315
33003,4.6696331432004134
33004,4.346589555022664
33005,4.605083208941899
33006,4.381487223965686
33007,6.231684054049539
33008,5.344713397835601
33009,5.172663745640354
33010,6.962951008920319
33011,4.480630616607976
33012,5.0862510219470565
33013,3.824487750369669
33014,6.181767949491414
33015,5.979302071584785
33016,4.574552094047409
33017,5.357723249811472
33018,4.6267425176411
33019,9.783788382191682
33020,4.950918287907158
33021,5.540850874714462
33022,4.574022061364673
33023,9.053490211269192
33024,5.513727888998294
33025,5.545878399638777
33026,3.9399080953730157
33027,9.546570449670826
33028,4.751174630133187
33029,5.087040003258664
33030,3.877267403256599
33031,5.125832666073561
33032,5.12583266719553
33033,5.125832667332328
33034,4.867628272633522
33035,4.692049861446415
33036,4.692049862206398
33037,4.867628272596079
33038,4.782792449003034
33039,5.125832667363713
33040,5.876887289234464
33041,5.876887289820208
33042,5.049186164261562
33043,5.53250546371649
33044,5.356817834013407
33045,5.957734447265056
33046,5.432433795416682
33047,5.028358512516449
33048,4.495449050343648
33049,4.705901701917182
33050,5.310389279356042
33051,5.7767428419337845
33052,7.504766965195865
33053,8.910506562978743
33054,9.494723911171121
33055,7.647594034554437
33056,6.035953854640839
33057,6.249811745010356
33058,4.986815293583327
33059,6.866524038559568
33060,4.883992691557918
33061,3.750101477447348
33062,4.049937022559333
33063,3.8841585737428765
33064,3.8842333276024825
33065,3.9230422642122704
33066,3.9230609535842533
33067,3.9657175259381097
33068,3.946174936937211
33069,4.133773669517076
33070,3.929292297546404
33071,3.908211133483438
33072,3.9082111336577623
33073,3.9082335596512947
33074,3.9073797743948595
33075,3.964250754152576
33076,3.9183929340733203
33077,3.8522118093509996
33078,3.8522118101860463
33079,3.873031194827221
33080,3.8730336865156025
33081,4.265814948071451
33082,4.321784956484917
33083,4.230683400518113
33084,4.314425197140476
33085,4.314598380696309
33086,4.232110697721535
33087,4.232113190331552
33088,4.307289318730905
33089,4.39514395700623
33090,4.395143957417063
33091,4.359379093003784
33092,4.316763471577449
33093,4.3123147122051835
33094,4.401267687603752
33095,3.9248590260581886
33096,3.923032297782118
33097,3.947342209723692
33098,4.183919595852503
33099,4.322196100358481
33100,4.230208721139505
33101,4.317013889678968
33102,4.317016379672663
33103,5.646200271753006
33104,3.841283922472201
33105,3.8730311973496967
33106,4.230683403103345
33107,4.359304343449897
33108,4.401267692369883
33109,8.915052937567538
33110,5.226012860593361
33111,5.558854832666561
33112,3.9082086443218653
33113,5.300774453642339
33114,3.8841585771698246
33115,5.478157594474343
33116,4.3073017846994475
33117,5.303601545971936
33118,3.8842333312692743
33119,4.1839445175125
33120,5.501186514224208
33121,5.9247054724161385
33122,6.960259098806713
33123,6.362134936699159
33124,5.775942795933871
33125,5.434682622961988
33126,5.558603420308622
33127,5.531784184313873
33128,6.802956325737571
33129,5.820440497140073
33130,5.7344328901647685
33131,5.487666252728404
33132,5.484935731561012
33133,4.327680537218594
33134,4.538136780833023
33135,6.56889820213382
33136,5.274933523961117
33137,5.391899065667561
33138,5.61108300366223
33139,4.3059994245781334
33140,5.347288195764826
33141,5.435716186560115
33142,5.786484275498436
33143,4.29907320414677
33144,4.271444732845291
33145,4.582908350341115
33146,4.687767306889093
33147,4.270483825580673
33148,4.58290835269609
33149,4.217476874979881
33150,4.722909224929865
33151,5.371917005059944
33152,4.607176672042771
33153,5.56280824579495
33154,5.559069777597103
33155,4.762115531372809
33156,5.509153530840974
33157,4.699058032623129
33158,4.250383505485332
33159,4.2705099919708855
33160,6.848578079050467
33161,3.6660330352144004
33162,3.666089100511544
33163,3.844368530267998
33164,3.8443872185679875
33165,3.8444432837279368
33166,4.610806789471377
33167,4.185567495083493
33168,4.582908355908375
33169,4.213131939240567
33170,4.213131939240925
33171,4.256210894075009
33172,4.25036357395723
33173,4.260542882461259
33174,4.679542461834639
33175,4.607125591235042
33176,14.73399217953959
33177,6.1223094637489615
33178,6.575794970246298
33179,4.846136933978498
33180,5.181146368390127
33181,6.394171379630325
33182,4.663390637834714
33183,6.221042257357215
33184,5.279428255210743
33185,4.3361483630611115
33186,4.846136934976051
33187,4.58348300803301
33188,4.464343089454017
33189,4.88944922459273
33190,4.991754619672527
33191,4.644350704950309
33192,4.164338901260804
33193,3.9255216139039266
33194,4.074712519692201
33195,4.199344098027315
33196,4.42789770936804
33197,4.5587328181669475
33198,4.176705294879924
33199,4.183320411899765
33200,4.170763878551006
33201,4.510862378027899
33202,4.168891056200604
33203,4.695841056536469
33204,4.523266645675749
33205,4.072419979395261
33206,4.046148521072312
33207,4.168816305135404
33208,4.202863003907532
33209,4.175234532780497
33210,4.1510943828743505
33211,4.151352392125262
33212,4.164332677818111
33213,4.455241512275332
33214,4.455241513483737
33215,4.587228002046447
33216,4.579409759747731
33217,4.695666627332452
33218,4.510887289796083
33219,4.090244522210092
33220,4.169003187645022
33221,4.57940726752211
33222,4.168891057212184
33223,4.09920738560939
33224,4.587228002227851
33225,4.644446645368632
33226,5.259353067890103
33227,3.907996206513906
33228,4.6479439766882
33229,4.779642882994386
33230,3.925540309200948
33231,4.0992073874118775
33232,4.087802997291665
33233,4.17095076794402
33234,4.169003191352775
33235,4.407351290788659
33236,4.492522406101181
33237,4.587302757032828
33238,4.072345227774924
33239,4.202825629565047
33240,4.455216598049865
33241,4.527291642510563
33242,4.788524439290166
33243,4.380669836710258
33244,4.327685726280776
33245,4.627364512055603
33246,4.282490138874663
33247,4.769262462548278
33248,4.100909212942864
33249,4.806190539724148
